name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
METABAT__163-contigs	94	2	0	24	PF00380.14,PF00466.15,PF01025.14,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00445,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00967,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02350,TIGR02386,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723,TIGR03725	TIGR00580,TIGR01302		PF00410.14,PF02576.12,PF03726.9,TIGR00138,TIGR00186,TIGR00250,TIGR00416,TIGR00436,TIGR00442,TIGR00459,TIGR00717,TIGR00964,TIGR01009,TIGR01029,TIGR01044,TIGR01079,TIGR01164,TIGR01171,TIGR02273,TIGR02397,TIGR02432,TIGR03625,TIGR03654,TIGR03953
METABAT__166-contigs	102	4	0	14	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00168,TIGR00442,TIGR00468,TIGR01032		PF03726.9,TIGR00064,TIGR00083,TIGR00362,TIGR00416,TIGR00431,TIGR00539,TIGR00634,TIGR00663,TIGR00928,TIGR00959,TIGR01059,TIGR01082,TIGR01087
METABAT__168-contigs	96	4	0	20	PF00380.14,PF00466.15,PF02576.12,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00445,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02350,TIGR02386,TIGR02432,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03723,TIGR03953	TIGR00065,TIGR00459,TIGR01510,TIGR03725		PF00410.14,PF01025.14,PF03726.9,TIGR00019,TIGR00064,TIGR00086,TIGR00166,TIGR00398,TIGR00436,TIGR00442,TIGR00456,TIGR00460,TIGR01021,TIGR01059,TIGR01063,TIGR02191,TIGR02273,TIGR02397,TIGR02729,TIGR03654
METABAT__169-contigs	93	0	0	27	PF00380.14,PF00410.14,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00064,TIGR00082,TIGR00086,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02075,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953			PF00466.15,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00083,TIGR00084,TIGR00088,TIGR00095,TIGR00168,TIGR00186,TIGR00337,TIGR00344,TIGR00398,TIGR00416,TIGR00468,TIGR00472,TIGR00928,TIGR01032,TIGR01510,TIGR02013,TIGR02027,TIGR02191,TIGR02350,TIGR02386,TIGR03263,TIGR03725
METABAT__170-contigs	67	9	0	44	PF00380.14,PF01025.14,TIGR00006,TIGR00019,TIGR00029,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00116,TIGR00168,TIGR00194,TIGR00250,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00487,TIGR00496,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01082,TIGR01128,TIGR01146,TIGR01302,TIGR01393,TIGR01394,TIGR01951,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02432,TIGR03263,TIGR03594,TIGR03632	PF00466.15,TIGR00158,TIGR00166,TIGR00337,TIGR00392,TIGR01169,TIGR01632,TIGR02397,TIGR03725		PF00410.14,PF02576.12,PF03726.9,TIGR00020,TIGR00043,TIGR00064,TIGR00084,TIGR00115,TIGR00138,TIGR00186,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00416,TIGR00436,TIGR00442,TIGR00460,TIGR00472,TIGR00539,TIGR00580,TIGR00593,TIGR00643,TIGR00755,TIGR00963,TIGR00967,TIGR01009,TIGR01021,TIGR01044,TIGR01071,TIGR01079,TIGR01087,TIGR01164,TIGR01171,TIGR01391,TIGR01510,TIGR01953,TIGR02012,TIGR02013,TIGR02729,TIGR03625,TIGR03654,TIGR03723,TIGR03953
METABAT__171-contigs	112	1	0	7	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00382	TIGR00398,TIGR00442,TIGR00615,TIGR00755,TIGR01302,TIGR02075,TIGR03594
METABAT__174-contigs	111	3	0	6	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF03726.9,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953	TIGR00006,TIGR00382,TIGR00435		PF02576.12,TIGR00416,TIGR00436,TIGR00643,TIGR02273,TIGR03725
METABAT__177-contigs	70	4	0	46	PF01025.14,TIGR00006,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00138,TIGR00158,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00472,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00959,TIGR00967,TIGR01017,TIGR01021,TIGR01029,TIGR01063,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR02027,TIGR02075,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03594,TIGR03632,TIGR03723,TIGR03725	PF00410.14,TIGR00095,TIGR01082,TIGR0365PF00380.14,PF00466.15,PF02576.12,PF03726.9,TIGR00019,TIGR00020,TIGR00092,TIGR00115,TIGR00116,TIGR00166,TIGR00168,TIGR00186,TIGR00344,TIGR00392,TIGR00416,TIGR00436,TIGR00468,TIGR00487,TIGR00631,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01632,TIGR01953,TIGR02012,TIGR02013,TIGR02191,TIGR02386,TIGR03263,TIGR03625,TIGR03953
METABAT__18-contigs	54	2	0	64	PF00380.14,PF00410.14,TIGR00006,TIGR00019,TIGR00043,TIGR00054,TIGR00061,TIGR00084,TIGR00090,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00396,TIGR00398,TIGR00420,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00615,TIGR00631,TIGR00717,TIGR00755,TIGR00810,TIGR00963,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01146,TIGR01164,TIGR01171,TIGR01393,TIGR01510,TIGR01953,TIGR02012,TIGR02386,TIGR02729,TIGR03594,TIGR03625,TIGR03654,TIGR03723,TIGR03953	PF01025.14,TIGR02350		PF00466.15,PF02576.12,PF03726.9,TIGR00020,TIGR00029,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00362,TIGR00382,TIGR00392,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR01017,TIGR01029,TIGR01059,TIGR01063,TIGR01082,TIGR01087,TIGR01128,TIGR01169,TIGR01302,TIGR01391,TIGR01394,TIGR01632,TIGR01951,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR03263,TIGR03632,TIGR03725
METABAT__180-contigs	76	2	0	42	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00442,TIGR00460,TIGR00487,TIGR00580,TIGR00631,TIGR00643,TIGR00717,TIGR00755,TIGR00922,TIGR00928,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01044,TIGR01063,TIGR01066,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02191,TIGR02350,TIGR02386,TIGR02432,TIGR02729,TIGR03263,TIGR03625,TIGR03632,TIGR03654,TIGR03953	TIGR01393,TIGR02027		PF02576.12,TIGR00043,TIGR00065,TIGR00084,TIGR00092,TIGR00095,TIGR00115,TIGR00138,TIGR00186,TIGR00337,TIGR00344,TIGR00396,TIGR00431,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00663,TIGR00810,TIGR00959,TIGR00963,TIGR00967,TIGR01021,TIGR01039,TIGR01059,TIGR01071,TIGR01082,TIGR01953,TIGR02075,TIGR02273,TIGR02397,TIGR03594,TIGR03723,TIGR03725
METABAT__184-contigs	98	7	0	15	PF00380.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00061,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00663,TIGR00717,TIGR00755,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR01009,TIGR01011,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03723,TIGR03725,TIGR03953TIGR00065,TIGR00382,TIGR00539,TIGR00634,TIGR00643,TIGR00810,TIGR02012		PF00410.14,TIGR00054,TIGR00059,TIGR00086,TIGR00194,TIGR00580,TIGR00967,TIGR01017,TIGR01021,TIGR01071,TIGR01079,TIGR02027,TIGR02350,TIGR03632,TIGR03654
METABAT__186-contigs	82	2	0	36	PF00410.14,PF00466.15,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01391,TIGR01393,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02729,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953	TIGR01171,TIGR01394		PF00380.14,PF01025.14,PF02576.12,TIGR00029,TIGR00059,TIGR00061,TIGR00064,TIGR00083,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00344,TIGR00398,TIGR00431,TIGR00442,TIGR00496,TIGR00580,TIGR00643,TIGR00717,TIGR01011,TIGR01066,TIGR01082,TIGR01128,TIGR01302,TIGR01510,TIGR01953,TIGR02075,TIGR02191,TIGR02432,TIGR03263,TIGR03723
METABAT__188-contigs	79	0	0	41	PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00431,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00959,TIGR00963,TIGR01011,TIGR01017,TIGR01032,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01951,TIGR02012,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR03263,TIGR03594,TIGR03632,TIGR03723,TIGR03725			PF00380.14,PF00410.14,PF00466.15,PF02576.12,TIGR00020,TIGR00061,TIGR00086,TIGR00095,TIGR00115,TIGR00116,TIGR00362,TIGR00420,TIGR00435,TIGR00487,TIGR00580,TIGR00922,TIGR00928,TIGR00964,TIGR00967,TIGR01009,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01164,TIGR01169,TIGR01171,TIGR01510,TIGR01632,TIGR01953,TIGR02013,TIGR02075,TIGR02729,TIGR03625,TIGR03654,TIGR03953
METABAT__19-contigs	35	4	0	81	PF00380.14,PF00410.14,PF00466.15,TIGR00059,TIGR00086,TIGR00158,TIGR00166,TIGR00414,TIGR00456,TIGR00922,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01394,TIGR01632,TIGR02027,TIGR02350,TIGR02386,TIGR02432,TIGR03625,TIGR03632,TIGR03654,TIGR03953	TIGR00020,TIGR00963,TIGR01063,TIGR02013		PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00928,TIGR00959,TIGR01011,TIGR01032,TIGR01059,TIGR01082,TIGR01087,TIGR01128,TIGR01302,TIGR01391,TIGR01393,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02729,TIGR03263,TIGR03594,TIGR03723,TIGR03725
METABAT__191-contigs	108	2	0	10	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00398,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00382,TIGR01079		TIGR00061,TIGR00344,TIGR00392,TIGR00396,TIGR00420,TIGR00631,TIGR01063,TIGR01128,TIGR01393,TIGR02075
METABAT__194-contigs	70	5	1	44	PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00092,TIGR00138,TIGR00194,TIGR00250,TIGR00362,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00663,TIGR00755,TIGR00810,TIGR00928,TIGR00959,TIGR00963,TIGR00967,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01164,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02397,TIGR02729,TIGR03263,TIGR03632,TIGR03654,TIGR03723,TIGR03725	PF00410.14,TIGR00043,TIGR00643,TIGR02273,TIGR02432	PF00380.14	PF00466.15,PF01025.14,PF02576.12,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00088,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00398,TIGR00442,TIGR00468,TIGR00472,TIGR00634,TIGR00717,TIGR00922,TIGR00964,TIGR01009,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01082,TIGR01146,TIGR01169,TIGR01171,TIGR01510,TIGR01632,TIGR02350,TIGR02386,TIGR03594,TIGR03625,TIGR03953
