name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
METABAT__153-contigs	116	3	0	1	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00088,TIGR00166,TIGR00382		TIGR01039
METABAT__157-contigs	104	5	0	11	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01011,TIGR01017,TIGR01021,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00382,TIGR01009,TIGR01032,TIGR01044,TIGR01164		TIGR00064,TIGR00083,TIGR00095,TIGR00116,TIGR00392,TIGR00436,TIGR00631,TIGR01029,TIGR01510,TIGR02075,TIGR02191
METABAT__161-contigs	73	3	0	44	PF00380.14,PF00410.14,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00061,TIGR00082,TIGR00084,TIGR00088,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00445,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00928,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02075,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953	TIGR00086,TIGR00456,TIGR02397		PF00466.15,PF02576.12,TIGR00029,TIGR00059,TIGR00064,TIGR00065,TIGR00083,TIGR00092,TIGR00138,TIGR00168,TIGR00337,TIGR00344,TIGR00392,TIGR00416,TIGR00435,TIGR00436,TIGR00442,TIGR00459,TIGR00468,TIGR00539,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01632,TIGR02013,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02432,TIGR03723
METABAT__166-contigs	116	0	0	4	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953			TIGR00115,TIGR01029,TIGR01059,TIGR01302
METABAT__17-contigs	86	5	0	29	PF00380.14,PF00410.14,PF00466.15,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00065,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00496,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01011,TIGR01021,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03654,TIGR03723,TIGR03725	TIGR00059,TIGR00382,TIGR00663,TIGR01017,TIGR02027		PF01025.14,PF02576.12,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00095,TIGR00166,TIGR00168,TIGR00186,TIGR00392,TIGR00435,TIGR00445,TIGR00487,TIGR00539,TIGR00635,TIGR00928,TIGR01009,TIGR01029,TIGR01032,TIGR01044,TIGR01082,TIGR01164,TIGR01171,TIGR01510,TIGR01951,TIGR01953,TIGR03625,TIGR03953
METABAT__173-contigs	100	1	0	19	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00138,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR00967,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03654,TIGR03723,TIGR03725	TIGR01011		TIGR00029,TIGR00059,TIGR00082,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00959,TIGR01009,TIGR01029,TIGR01044,TIGR01164,TIGR01171,TIGR01393,TIGR02027,TIGR02273,TIGR03625,TIGR03953
METABAT__176-contigs	69	7	0	44	PF00410.14,PF01025.14,PF03726.9,TIGR00019,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00194,TIGR00250,TIGR00344,TIGR00382,TIGR00392,TIGR00398,TIGR00416,TIGR00420,TIGR00436,TIGR00442,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00643,TIGR00755,TIGR00928,TIGR00959,TIGR00967,TIGR01009,TIGR01021,TIGR01032,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01128,TIGR01164,TIGR01391,TIGR01393,TIGR01394,TIGR01951,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953	TIGR00043,TIGR00088,TIGR00431,TIGR00635,TIGR01011,TIGR02432,TIGR02729		PF00380.14,PF00466.15,PF02576.12,TIGR00006,TIGR00020,TIGR00029,TIGR00086,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00337,TIGR00362,TIGR00396,TIGR00414,TIGR00435,TIGR00445,TIGR00487,TIGR00496,TIGR00631,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00963,TIGR00964,TIGR01017,TIGR01029,TIGR01039,TIGR01044,TIGR01063,TIGR01082,TIGR01087,TIGR01146,TIGR01169,TIGR01171,TIGR01302,TIGR01510,TIGR01632,TIGR01953,TIGR02013,TIGR02350,TIGR02386,TIGR03725
METABAT__178-contigs	110	3	0	7	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03953	TIGR00382,TIGR00416,TIGR01391	TIGR00186,TIGR01021,TIGR01071,TIGR01128,TIGR03654,TIGR03723,TIGR03725
METABAT__179-contigs	115	3	0	2	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00166,TIGR00382,TIGR00928		TIGR00580,TIGR01039
METABAT__180-contigs	52	5	0	63	PF00380.14,PF03726.9,TIGR00043,TIGR00054,TIGR00059,TIGR00083,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00392,TIGR00396,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00496,TIGR00539,TIGR00615,TIGR00663,TIGR00755,TIGR00810,TIGR00928,TIGR00963,TIGR01017,TIGR01039,TIGR01059,TIGR01066,TIGR01082,TIGR01146,TIGR01302,TIGR01391,TIGR01393,TIGR01510,TIGR01951,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR03632,TIGR03723	TIGR00090,TIGR00593,TIGR01029,TIGR03263,TIGR03594	PF00410.14,PF00466.15,PF01025.14,PF02576.12,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00084,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00362,TIGR00382,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00580,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01032,TIGR01044,TIGR01063,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01394,TIGR01632,TIGR01953,TIGR02013,TIGR02386,TIGR02729,TIGR03625,TIGR03654,TIGR03725,TIGR03953
METABAT__181-contigs	111	2	0	7	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00382,TIGR00460	TIGR00158,TIGR00186,TIGR00396,TIGR01029,TIGR01059,TIGR01128,TIGR02386
METABAT__187-contigs	84	7	0	29	PF00380.14,PF00410.14,PF01025.14,PF02576.12,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00059,TIGR00065,TIGR00082,TIGR00083,TIGR00086,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00663,TIGR00755,TIGR00810,TIGR00928,TIGR00963,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01128,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR03263,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953	PF00466.15,TIGR00922,TIGR00964,TIGR01169,TIGR01632,TIGR01953,TIGR02013		PF03726.9,TIGR00029,TIGR00054,TIGR00061,TIGR00064,TIGR00084,TIGR00088,TIGR00092,TIGR00168,TIGR00194,TIGR00416,TIGR00468,TIGR00472,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00959,TIGR01011,TIGR01032,TIGR01039,TIGR01059,TIGR01087,TIGR01146,TIGR02273,TIGR02432,TIGR02729,TIGR03594,TIGR03725
METABAT__194-contigs	92	3	0	25	PF00380.14,PF00410.14,PF00466.15,PF01025.14,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00088,TIGR00090,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00615,TIGR00634,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01510,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02273,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	PF03726.9,TIGR00083,TIGR02350		PF02576.12,TIGR00006,TIGR00084,TIGR00086,TIGR00092,TIGR00095,TIGR00168,TIGR00460,TIGR00593,TIGR00631,TIGR00635,TIGR00717,TIGR00928,TIGR00963,TIGR01017,TIGR01059,TIGR01128,TIGR01302,TIGR01393,TIGR01394,TIGR01953,TIGR02191,TIGR02386,TIGR02397,TIGR02432
METABAT__197-contigs	74	7	0	39	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00086,TIGR00090,TIGR00115,TIGR00138,TIGR00168,TIGR00194,TIGR00337,TIGR00344,TIGR00392,TIGR00414,TIGR00420,TIGR00431,TIGR00445,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00663,TIGR00755,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01066,TIGR01079,TIGR01128,TIGR01146,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02432,TIGR02729,TIGR03594,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953TIGR00088,TIGR00382,TIGR00435,TIGR00456,TIGR01071,TIGR01393,TIGR02397		PF02576.12,TIGR00019,TIGR00054,TIGR00065,TIGR00083,TIGR00084,TIGR00092,TIGR00095,TIGR00116,TIGR00158,TIGR00166,TIGR00186,TIGR00250,TIGR00362,TIGR00396,TIGR00398,TIGR00416,TIGR00436,TIGR00442,TIGR00459,TIGR00468,TIGR00539,TIGR00631,TIGR00643,TIGR00717,TIGR00810,TIGR00928,TIGR01009,TIGR01011,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01082,TIGR01087,TIGR01164,TIGR01953,TIGR03263,TIGR03625
METABAT__199-contigs	97	3	0	20	PF00380.14,PF00410.14,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01953,TIGR02012,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02729,TIGR03263,TIGR03594,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00396,TIGR00717,TIGR01011		PF00466.15,TIGR00020,TIGR00059,TIGR00065,TIGR00083,TIGR00168,TIGR00431,TIGR00456,TIGR00634,TIGR00928,TIGR01082,TIGR01510,TIGR01951,TIGR02013,TIGR02027,TIGR02075,TIGR02386,TIGR02432,TIGR03625,TIGR03632
METABAT__2-contigs	79	3	0	38	PF00380.14,PF01025.14,PF02576.12,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00082,TIGR00083,TIGR00088,TIGR00090,TIGR00095,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00344,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01011,TIGR01017,TIGR01032,TIGR01039,TIGR01059,TIGR01066,TIGR01146,TIGR01169,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01953,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02729,TIGR03263,TIGR03594,TIGR03723,TIGR03725	PF03726.9,TIGR00362,TIGR00539		PF00410.14,PF00466.15,TIGR00059,TIGR00065,TIGR00084,TIGR00086,TIGR00092,TIGR00115,TIGR00194,TIGR00337,TIGR00382,TIGR00396,TIGR00456,TIGR00634,TIGR00928,TIGR00967,TIGR01009,TIGR01021,TIGR01029,TIGR01044,TIGR01063,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01164,TIGR01171,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02386,TIGR02432,TIGR03625,TIGR03632,TIGR03654,TIGR03953
