"bin.name"	"smp.name"	"coverage"	"smp.date"	"stn"	"transect"	"region"	"waters"	"season"	"scientific.name"	"tax.id"	"common.name"	"completeness.score"	"contamination.score"	"accession"	"domain"	"phylum"	"class"	"order"	"family"	"genus"
"METABAT__132"	"20170809_SI3"	0.929883387700261	2017-08-09	"SI3"	"SI"	"North"	"coastal"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Flavobacteriaceae bacterium"	50.7	2.8	"ERS5597054"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Hel1-33-131"
"METABAT__132"	"20150530_SB5"	0.0582860806771243	2015-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Flavobacteriaceae bacterium"	50.7	2.8	"ERS5597054"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Hel1-33-131"
"METABAT__133"	"20170522_SI3"	0.463291011878934	2017-05-22	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20170818_SB5"	0.143623588498794	2017-08-18	"SB5"	"SB"	"South"	"oceanic"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20170530_SB5"	0.0260437300733865	2017-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20180520_SI3"	0.0450773797171443	2018-05-20	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20180529_SB5"	0.0111044034016472	2018-05-29	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20170521_SI8"	0.0590011172528576	2017-05-21	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20150530_SB5"	0.0119486315224614	2015-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20180216_SI8"	0.00464456476398295	2018-02-16	"SI8"	"SI"	"North"	"oceanic"	"Winter"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20160523_SI8"	0.0765810804862251	2016-05-23	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20170818_SB2"	2.33974024395101	2017-08-18	"SB2"	"SB"	"South"	"coastal"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20170809_SI3"	0.906624491943412	2017-08-09	"SI3"	"SI"	"North"	"coastal"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20180518_SI8"	0.236251815797913	2018-05-18	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20180529_SB2"	0.0278359461957855	2018-05-29	"SB2"	"SB"	"South"	"coastal"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20170809_SI8"	8.86192180068461	2017-08-09	"SI8"	"SI"	"North"	"oceanic"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__133"	"20160531_SB5"	0.114028440688127	2016-05-31	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	60.56	4.2	"ERS5597055"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"
"METABAT__134"	"20170818_SB2"	0.315832226576377	2017-08-18	"SB2"	"SB"	"South"	"coastal"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20170522_SI3"	14.9108568758301	2017-05-22	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20180518_SI8"	3.82303434499117	2018-05-18	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20170530_SB5"	0.400635770384824	2017-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20160531_SB5"	3.49592276202813	2016-05-31	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20180520_SI3"	9.83237892625446	2018-05-20	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20180216_SI8"	0.228489290418491	2018-02-16	"SI8"	"SI"	"North"	"oceanic"	"Winter"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20180529_SB5"	0.344272464433477	2018-05-29	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20160523_SI8"	4.02194111506447	2016-05-23	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20170818_SB5"	0.0264583230855837	2017-08-18	"SB5"	"SB"	"South"	"oceanic"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20180529_SB2"	5.74867804030235	2018-05-29	"SB2"	"SB"	"South"	"coastal"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20170809_SI8"	1.12775664464084	2017-08-09	"SI8"	"SI"	"North"	"oceanic"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20170521_SI8"	7.41737376138867	2017-05-21	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20150530_SB5"	0.742865516732526	2015-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__134"	"20170809_SI3"	3.98288899091093	2017-08-09	"SI3"	"SI"	"North"	"coastal"	"Summer"	"Flavobacteriaceae bacterium"	1871037	"Polaribacter"	78.87	1.4	"ERS5597056"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SCGC-AAA160-P02"
"METABAT__135"	"20170530_SB5"	0.106229759337276	2017-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20180216_SI8"	0.0117128978492856	2018-02-16	"SI8"	"SI"	"North"	"oceanic"	"Winter"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20170521_SI8"	0.0444499193962569	2017-05-21	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20160523_SI8"	0.0129341105500829	2016-05-23	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20180518_SI8"	0.0189665400686973	2018-05-18	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20180520_SI3"	0.0369045198763134	2018-05-20	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20170522_SI3"	0.01818759438696	2017-05-22	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20180529_SB5"	0.060271501007952	2018-05-29	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20150530_SB5"	0.46509633316646	2015-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20170809_SI3"	0.00384749151240964	2017-08-09	"SI3"	"SI"	"North"	"coastal"	"Summer"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20180529_SB2"	0.0954898489299222	2018-05-29	"SB2"	"SB"	"South"	"coastal"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20170818_SB5"	12.4022476426705	2017-08-18	"SB5"	"SB"	"South"	"oceanic"	"Summer"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20170818_SB2"	2.16107457455534	2017-08-18	"SB2"	"SB"	"South"	"coastal"	"Summer"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20160531_SB5"	0.264864687131975	2016-05-31	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__135"	"20170809_SI8"	0.00799600246187589	2017-08-09	"SI8"	"SI"	"North"	"oceanic"	"Summer"	"Porticoccaceae bacterium"	2026782	"Unknown_Porticoccaceae"	73.23	5.6	"ERS5597057"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Porticoccaceae"	"HTCC2207"
"METABAT__136"	"20170818_SB5"	0.105330482639053	2017-08-18	"SB5"	"SB"	"South"	"oceanic"	"Summer"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20180518_SI8"	16.4268917112543	2018-05-18	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20170809_SI3"	0.0327062534374055	2017-08-09	"SI3"	"SI"	"North"	"coastal"	"Summer"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20180520_SI3"	1.90903905621137	2018-05-20	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20170818_SB2"	0.0121994660411651	2017-08-18	"SB2"	"SB"	"South"	"coastal"	"Summer"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20170809_SI8"	0.686156042731276	2017-08-09	"SI8"	"SI"	"North"	"oceanic"	"Summer"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20170530_SB5"	0.0996893131745055	2017-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20180529_SB5"	0.0867082129861994	2018-05-29	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20180216_SI8"	0.304714208185669	2018-02-16	"SI8"	"SI"	"North"	"oceanic"	"Winter"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20160531_SB5"	0.156184051895262	2016-05-31	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20170521_SI8"	31.8375519480756	2017-05-21	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20150530_SB5"	0.409542784089047	2015-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20160523_SI8"	11.0868706588528	2016-05-23	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20180529_SB2"	0.181032441823619	2018-05-29	"SB2"	"SB"	"South"	"coastal"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__136"	"20170522_SI3"	0.940125950180839	2017-05-22	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Flavobacteriales bacterium"	2021391	"Unknown"	66.19	1.4	"ERS5597058"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"SGZJ01"
"METABAT__137"	"20180216_SI8"	0.135471446923381	2018-02-16	"SI8"	"SI"	"North"	"oceanic"	"Winter"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20170521_SI8"	8.23539145393198	2017-05-21	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20150530_SB5"	9.53649342493636	2015-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20180518_SI8"	0.980718168397938	2018-05-18	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20180520_SI3"	1.41996811743004	2018-05-20	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20170809_SI3"	0.0302933540316222	2017-08-09	"SI3"	"SI"	"North"	"coastal"	"Summer"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20170809_SI8"	0.470931922443643	2017-08-09	"SI8"	"SI"	"North"	"oceanic"	"Summer"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20180529_SB2"	2.34459048419094	2018-05-29	"SB2"	"SB"	"South"	"coastal"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20160531_SB5"	22.585773037695	2016-05-31	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20170818_SB2"	0.881235379991272	2017-08-18	"SB2"	"SB"	"South"	"coastal"	"Summer"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20180529_SB5"	3.26550304292684	2018-05-29	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20170818_SB5"	2.58247834171336	2017-08-18	"SB5"	"SB"	"South"	"oceanic"	"Summer"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20170530_SB5"	4.04614130020952	2017-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20160523_SI8"	1.3097358102504	2016-05-23	"SI8"	"SI"	"North"	"oceanic"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__137"	"20170522_SI3"	2.32446369079638	2017-05-22	"SI3"	"SI"	"North"	"coastal"	"Spring"	"Cryomorphaceae bacterium"	1898111	"Unknown_Cryomorphaceae"	78.87	4.2	"ERS5597059"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MAG-121220-bin8"
"METABAT__141"	"20170530_SB5"	0	2017-05-30	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Microbacteriaceae bacterium"	1873462	"Unknown_Microbacteriaceae"	71.83	0	"ERS5597061"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"Aquiluna"
"METABAT__141"	"20160531_SB5"	0.000203639167685994	2016-05-31	"SB5"	"SB"	"South"	"oceanic"	"Spring"	"Microbacteriaceae bacterium"	1873462	"Unknown_Microbacteriaceae"	71.83	0	"ERS5597061"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"Aquiluna"
